"NET_INCOME","OP_PROFIT_LOSS","OP_REVENUES","PAX_SERVICE","AIRCFT_SERVICES","PROMOTION_SALES","OP_EXPENSES","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER","CARRIER_NAME","REGION","YEAR","QUARTER",
73.80,66.08,3256.46,134.63,754.90,0.22,3190.38,20398,"MQ","Envoy Air","MQ","Envoy Air","L",2016,2,
73.82,214.04,7665.64,0.00,86.50,0.27,7451.59,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.","I",2013,2,
74.92,74.92,5545.70,,,,5470.79,20377,"X9","Omni Air International LLC","X9","Omni Air Express","I",2002,3,
75.53,6.73,8143.72,,,,8136.99,20402,"GL","Miami Air International","MMQ","Miami Air International","D",1994,2,
75.61,96.33,4532.23,,,,4435.90,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",1993,3,
75.64,437.01,5813.77,148.84,1016.18,-0.26,5376.76,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","L",2010,2,
75.98,868.59,20948.96,,,,20080.37,20402,"GL","Miami Air International","GL","Miami Air International","D",2008,4,
76.00,508.00,57208.00,4580.00,7775.00,3443.00,56700.00,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.","L",2013,4,
76.31,266.10,7518.04,258.52,1236.40,-1.28,7251.94,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","L",2011,4,
76.64,345.38,14494.48,,,,14149.10,21352,"0WQ","Avjet Corporation","0WQ","Avjet Corporation","D",2009,4,
76.69,212.25,5120.64,,,,4908.39,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","I",2007,3,
76.72,194.46,2707.64,372.90,628.86,154.15,2513.17,19991,"HP","America West Airlines Inc.","HP","America West Airlines Inc.","L",1994,4,
76.88,398.17,8619.30,,,,8221.14,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",1990,4,
77.00,1037.00,14339.00,1070.00,866.00,7.00,13302.00,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.","L",2015,4,
77.28,327.23,7044.02,,,,6716.79,20218,"JKQ","Express One International Inc.","JKQ","Express One International Inc.","I",1993,1,
77.64,77.64,1350.69,,,,1273.06,19874,"8C","Air Transport International","8C","Air Transport International","A",1994,1,
77.99,346.76,14417.10,1613.94,3117.86,,14070.34,20402,"GL","Miami Air International","GL","Miami Air International","I",2013,3,
78.56,127.27,8897.48,,,,8770.21,,"","","NC","","D",1998,1,
78.64,-424.09,44495.06,,2820.61,1.75,44919.15,19874,"8C","Air Transport International","8C","Air Transport International","D",2008,1,
78.67,81.99,202.04,,,,120.06,19392,"RIQ","Rich International Airways","RIQ","Rich International Airways","D",1990,1,
78.75,500.07,5155.39,,,,4655.32,20207,"XP","XTRA Airways","XP","Casino Express","D",2004,4,
78.91,121.39,14112.35,,,,13990.96,20354,"AJQ","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","AJQ","Aerodynamics Inc.","D",2007,2,
79.26,103.82,726.16,29.33,14.82,0.00,622.34,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.","L",2015,1,
79.34,583.99,4969.05,121.86,875.49,0.88,4385.07,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","L",2009,3,
79.38,104.20,3120.64,,264.66,76.06,3016.44,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC","D",2014,2,
80.30,-570.21,12318.66,,,,12888.87,20408,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","5V","Tatonduk Outfitters Limited d/b/a Everts Air Alask","D",2015,4,
80.56,80.49,471.75,57.24,24.59,0.18,391.26,21167,"CP","Compass Airlines","CP","Compass Airlines","L",2017,2,
81.17,360.92,15005.55,1679.81,3245.12,,14644.64,20402,"GL","Miami Air International","GL","Miami Air International","D",2013,3,
82.30,514.73,36485.74,,,,35971.01,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",1998,3,
82.68,223.29,21245.22,762.67,4159.81,14.52,21021.93,20414,"OW","Executive Airlines","OW","Executive Airlines","L",2008,4,
82.70,97.08,325.53,,,,228.45,19392,"RIQ","Rich International Airways","RIQ","Rich International Airways","D",1991,2,
82.78,78.83,2705.33,0.00,0.00,0.00,2626.51,20310,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","K8","Caribbean Sun Airlines, Inc. d/b/a World Atlantic ","D",2015,1,
83.49,139.16,1232.85,,,,1093.70,20002,"KN","Morris Air Corporation","KN","Morris Air Corporation","I",1993,2,
83.70,8621.70,60216.72,1.92,6900.86,447.51,51595.02,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.","P",1997,3,
83.82,286.32,16799.84,0.00,0.00,0.00,16513.52,21352,"0WQ","Avjet Corporation","0WQ","Avjet Corporation","D",2013,1,
84.41,100.69,8548.59,,,,8447.90,20195,"WI","Sky Lease Cargo","WI","Tradewinds Airlines","D",2004,1,
85.42,157.37,740.75,41.02,21.17,0.00,583.37,20452,"YX","Republic Airline","YX","Republic Airlines","L",2013,2,
85.58,167.62,12338.85,,,,12171.22,,"","","NC","","D",2004,1,
86.43,199.40,3098.88,,,,2899.48,20151,"M6","Amerijet International","M6","Amerijet International","D",2004,4,
87.29,28.62,10541.76,,,,10513.14,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",2013,1,
88.12,88.12,5758.15,0.00,0.00,0.00,5670.03,21352,"0WQ","Avjet Corporation","0WQ","Avjet Corporation","D",2018,1,
89.00,401.00,4619.00,,24.00,,4218.00,20218,"JKQ","Express One International Inc.","JKQ","Express One International Inc.","I",2000,3,
89.52,84.78,2262.65,,,,2177.87,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.","I",2013,3,
90.00,90.00,279.00,3.00,12.00,7.00,189.00,20095,"WO (1)","World Airways Inc.","WO","World Airways Inc.","D",1998,3,
90.09,90.09,6.79,,,,-83.30,20302,"KR","Kitty Hawk Aircargo","KR","Kitty Hawk Aircargo","L",2005,2,
91.00,265.00,4390.00,101.00,316.00,2.00,4125.00,20366,"EV","ExpressJet Airlines LLC","EV","Atlantic Southeast Airlines","L",2008,3,
91.89,91.89,968.27,,43.10,,876.39,19874,"8C","Air Transport International","8C","Air Transport International","A",1992,3,
92.57,135.65,4698.34,393.61,1005.12,3.16,4562.69,,"","","OW","","D",2004,3,
92.69,111.78,1203.83,43.29,60.93,12.34,1092.05,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.","L",2014,1,
93.12,190.15,46815.35,4842.76,7366.60,8545.87,46625.19,20143,"KP","Kiwi International","KP","Kiwi International","D",1995,4,
93.38,-2195.56,8991.03,,,,11186.59,20207,"XP","XTRA Airways","XP","Casino Express","D",2006,4,
93.94,149.60,511.93,35.95,13.01,0.00,362.33,20452,"YX","Republic Airline","YX","Republic Airlines","L",2014,4,
93.99,580.85,15097.79,,,,14516.94,19392,"RIQ","Rich International Airways","RIQ","Rich International Airways","I",1994,2,
94.46,293.88,16660.39,753.56,1433.37,2.46,16366.51,20366,"EV","ExpressJet Airlines LLC","EV","ExpressJet Airlines Inc.","L",2013,3,
94.51,142.28,13793.57,,,,13651.29,20151,"M6","Amerijet International","M6","Amerijet International","L",2001,2,
94.72,-62.23,9006.61,,,,9068.83,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","D",2008,3,
94.73,94.52,940.18,,11.86,36.11,845.66,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","D",2008,1,
94.80,406.65,7998.10,,,,7591.45,,"","","NA","","D",1991,3,
94.85,254.90,5148.16,,,,4893.26,19392,"RIQ","Rich International Airways","RIQ","Rich International Airways","D",1994,3,
94.98,131.98,15602.86,0.00,1199.91,364.92,15470.88,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","A",2020,2,
95.27,112.14,2302.97,,293.96,58.92,2190.83,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC","D",2012,2,
95.29,188.51,2959.68,,89.45,10.52,2771.17,20151,"M6","Amerijet International","M6","Amerijet International","D",2007,1,
95.30,581.76,10039.92,253.45,1451.61,-0.47,9458.16,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","L",2011,2,
95.37,58.36,22386.65,265.32,1007.00,0.80,22328.29,20344,"RD","Ryan International Airlines","RYQ","Ryan International Airlines","D",2001,4,
96.12,440.97,10327.54,,,,9886.58,20218,"JKQ","Express One International Inc.","JKQ","Express One International Inc.","D",1992,3,
97.00,-853.00,10041.00,140.00,1117.00,55.00,10894.00,19917,"5X","United Parcel Service","5X","United Parcel Service","L",1997,2,
97.26,167.43,70699.20,0.00,696.42,0.17,70531.77,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.","D",2016,1,
98.05,236.29,13455.72,,,,13219.43,20354,"AJQ","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","AJQ","Aerodynamics Inc.","D",2010,3,
98.10,240.88,6865.68,,,,6624.79,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","D",2007,2,
98.40,98.40,715.80,,,,617.40,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.","I",2015,2,
98.41,249.58,8879.56,0.00,115.38,1.22,8629.97,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.","I",2013,3,
98.47,244.59,3480.80,,139.06,3.72,3236.22,20151,"M6","Amerijet International","M6","Amerijet International","D",2010,3,
98.67,423.25,8324.55,,,,7901.30,,"","","NA","","L",1991,3,
98.79,958.11,9452.04,279.81,1129.15,6.20,8493.93,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","L",2006,4,
98.90,801.73,7169.98,,,,6368.25,19392,"RIQ","Rich International Airways","RIQ","Rich International Airways","D",1995,3,
99.00,-216.00,2300.00,,218.00,3.00,2516.00,19917,"5X","United Parcel Service","5X","United Parcel Service","L",1990,4,
99.04,206.40,4909.48,,,,4703.08,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","I",2006,3,
99.18,94.84,16126.05,0.00,1556.69,364.08,16031.21,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","A",2018,2,
99.34,99.07,15032.23,0.00,91.83,0.03,14933.16,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.","I",2019,1,
99.66,1125.72,11581.26,,202.52,130.81,10455.55,20193,"GR","Gemini Air Cargo Airways","GR","Gemini Air Cargo Airways","D",2000,2,
100.00,100.00,413.00,10.00,30.00,37.00,313.00,20374,"XE","ExpressJet Airlines Inc.","RU","ExpressJet Airlines Inc.","L",1997,2,
100.26,100.29,2471.40,,,,2371.11,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.","I",2014,1,
100.41,-30.30,5207.09,,,,5237.39,20177,"PFQ","Asia Pacific","PFQ","Asia Pacific","D",2010,3,
101.00,942.00,73671.00,5789.00,14529.00,11475.00,72729.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","L",1992,3,
101.71,125.34,1260.49,45.30,81.95,18.23,1135.16,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.","L",2013,2,
101.94,119.08,4263.16,,,,4144.09,20151,"M6","Amerijet International","JH","Amerijet International","D",1991,2,
102.31,102.31,1993.34,,,,1891.03,19610,"OD","Emerald Airlines Inc.","OD","Emerald Airlines Inc.","D",1990,3,
102.47,236.75,24662.93,,,,24426.18,21634,"KH","Aloha Air Cargo","KH","Aloha Air Cargo","D",2017,1,
102.72,83.05,15272.88,,,,15189.83,21634,"KH","Aloha Air Cargo","KH","Aloha Air Cargo","D",2008,3,
102.83,265.50,4609.02,,,,4343.52,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","I",2007,1,
103.00,656.00,27908.00,1140.00,3354.00,2398.00,27252.00,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation","L",2011,3,
103.51,83.57,51668.28,0.00,5484.19,1635.94,51584.71,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","D",2020,1,
103.83,84.44,1061.35,37.17,69.05,12.32,976.91,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.","L",2013,3,
104.36,288.81,6967.75,,,,6678.94,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","D",2007,3,
104.70,104.70,859.34,,,,754.64,19874,"8C","Air Transport International","8C","Air Transport International","A",1993,2,
105.22,350.71,9641.71,,,,9291.01,19952,"KW","Carnival Air Lines Inc.","KW","Carnival Air Lines Inc.","L",1991,3,
105.32,97.60,11075.08,0.00,1146.31,290.42,10977.48,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","A",2019,3,
105.55,157.43,9028.55,,,,8871.12,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",2010,3,
105.83,-690.43,10691.28,,,,11381.71,20203,"FCQ","Falcon Air Express","FCQ","Falcon Air Express","I",2002,3,
106.00,2247.00,51090.00,4669.00,4267.00,3299.00,48843.00,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.","L",2009,1,
106.12,76.85,12652.73,621.42,276.50,3.15,12575.89,20366,"EV","ExpressJet Airlines LLC","EV","ExpressJet Airlines Inc.","L",2016,1,
106.28,803.55,7331.74,192.57,902.63,3.42,6528.19,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","L",2006,1,
106.44,78.18,57577.64,7486.03,4778.88,24.74,57499.45,21167,"CP","Compass Airlines","CP","Compass Airlines","D",2019,2,
107.39,290.91,33192.93,,8133.78,2817.60,32902.02,20308,"WE","Centurion Cargo Inc.","WE","Challenge Air Cargo Inc.","L",1998,2,
107.75,197.92,15543.17,,,,15345.25,20354,"AJQ","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","AJQ","Aerodynamics Inc.","D",2008,1,
108.85,108.85,1176.84,,,,1067.99,20191,"FNQ","Fine Airlines Inc.","FNQ","Fine Airlines Inc.","D",1998,1,
108.86,124.78,6516.39,273.41,1448.57,0.28,6391.61,20398,"MQ","Envoy Air","MQ","Envoy Air","L",2017,3,
109.20,55.91,12909.93,659.12,645.14,3.09,12854.02,20366,"EV","ExpressJet Airlines LLC","EV","ExpressJet Airlines Inc.","L",2015,4,
109.29,877.81,25122.45,541.24,3403.22,3998.34,24244.64,20237,"AX","Trans States Airlines","9N","Trans States Airlines","D",1992,1,
110.02,178.46,7846.04,762.27,1347.74,,7667.58,20402,"GL","Miami Air International","GL","Miami Air International","D",2011,3,
110.24,170.54,13769.60,,,,13599.06,20354,"AJQ","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","AJQ","Aerodynamics Inc.","D",2006,2,
110.41,-100.32,289854.26,0.00,28477.75,5895.71,289954.58,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","P",2018,3,
110.69,538.03,15271.73,,718.77,74.37,14733.70,20151,"M6","Amerijet International","M6","Amerijet International","D",2018,1,
110.78,110.05,19169.14,,,,19059.10,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",2003,3,
110.80,21.71,14112.20,,,,14090.49,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",2011,3,
110.91,703.47,7412.67,279.46,893.49,494.52,6709.19,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation","L",2010,2,
111.00,98.00,3144.00,,,,3046.00,20284,"TCQ","Express.Net Airlines","TCQ","Express.Net Airlines","I",2002,3,
111.03,307.52,8262.69,,,,7955.17,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","D",2008,1,
111.15,111.43,7256.08,,227.31,,7144.64,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",2009,2,
111.57,131.22,4825.06,0.00,0.00,0.00,4693.84,20310,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","K8","Caribbean Sun Airlines, Inc. d/b/a World Atlantic ","I",2016,4,
111.66,111.66,2937.01,,,,2825.36,20302,"KR","Kitty Hawk Aircargo","KR","Kitty Hawk Aircargo","L",1996,2,
111.72,111.72,1237.35,,,,1125.63,20191,"FNQ","Fine Airlines Inc.","FNQ","Fine Airlines Inc.","D",1997,3,
111.76,138.65,3889.93,,,,3751.28,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","I",2005,1,
111.92,202.78,2928.58,,,,2725.80,20151,"M6","Amerijet International","M6","Amerijet International","D",2006,3,
112.00,1071.00,12126.00,921.00,557.00,6.00,11055.00,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.","L",2015,2,
112.00,22454.00,588150.00,39091.00,87273.00,37141.00,565696.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","L",2013,1,
112.95,494.30,15674.61,,,,15180.31,20218,"JKQ","Express One International Inc.","JKQ","Express One International Inc.","D",1997,2,
113.00,56.00,10271.00,1671.00,1521.00,1560.00,10215.00,20355,"US","US Airways Inc.","US","USAir","L",1990,2,
114.76,116.31,4900.30,,,,4783.99,19610,"OD","Emerald Airlines Inc.","OD","Emerald Airlines Inc.","D",1991,1,
114.90,242.24,5282.15,,,,5039.91,20151,"M6","Amerijet International","JH","Amerijet International","D",1990,1,
115.42,-1542.14,16653.24,,3911.32,336.49,18195.38,20379,"ZKQ","Zantop International","ZKQ","Zantop International","D",1990,1,
115.64,63.51,59408.19,7639.71,6357.79,16.34,59344.68,21167,"CP","Compass Airlines","CP","Compass Airlines","D",2018,3,
115.70,237.18,5069.58,,,,4832.40,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","I",2006,2,
116.00,7136.00,132088.00,15028.00,22344.00,12614.00,124952.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","L",2000,4,
116.00,453.00,4263.00,268.00,427.00,2.00,3810.00,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.","L",2013,3,
116.00,116.00,326.00,7.00,24.00,23.00,210.00,20374,"XE","ExpressJet Airlines Inc.","RU","ExpressJet Airlines Inc.","L",1997,3,
116.01,581.61,23982.92,2710.06,773.03,36.32,23401.31,20423,"U5","USA 3000 Airlines","U5","USA 3000 Airlines","I",2010,2,
116.36,104.58,16208.99,0.00,1592.51,329.70,16104.41,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","A",2018,3,
116.51,102.21,11095.47,,,,10993.26,20415,"NA","North American Airlines","XG","North American Airlines","D",1997,2,
117.43,182.23,6690.89,,,,6508.66,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",1992,4,
117.51,480.90,3556.05,,,,3075.15,20193,"GR","Gemini Air Cargo Airways","GR","Gemini Air Cargo Airways","D",1999,1,
119.19,42.80,3071.14,117.44,753.73,0.15,3028.35,20398,"MQ","Envoy Air","MQ","Envoy Air","L",2016,1,
119.31,291.44,2968.01,,,,2676.57,19392,"RIQ","Rich International Airways","RIQ","Rich International Airways","I",1991,1,
119.58,144.01,4444.27,,,,4300.26,20195,"WI","Sky Lease Cargo","WI","Tradewinds Airlines","D",2000,3,
119.88,26.95,19409.40,,,,19382.46,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",2003,1,
120.38,95.22,3266.65,130.99,729.30,0.45,3171.43,20398,"MQ","Envoy Air","MQ","Envoy Air","L",2016,3,
120.63,4061.86,32416.88,1257.26,5569.50,3113.83,28355.02,19670,"BF (1)","Markair Inc.","BF","Markair Inc.","D",1991,2,
120.84,-1487.48,9924.39,1387.51,1908.11,93.33,11411.87,19392,"RIQ","Rich International Airways","RIQ","Rich International Airways","D",1996,1,
121.23,849.81,15812.21,,,,14962.40,20173,"CDQ","Kitty Hawk International","CDQ","American International Airways Inc.","I",1994,1,
121.65,127.90,28246.29,943.39,4980.64,2557.90,28118.39,20423,"U5","USA 3000 Airlines","U5","USA 3000 Airlines","D",2005,1,
121.92,114.64,306.94,22.17,8.01,0.00,192.30,20397,"OH","PSA Airlines Inc.","OH","PSA Airlines Inc.","L",2017,4,
123.08,-702.04,5077.25,,,,5779.29,19392,"RIQ","Rich International Airways","RIQ","Rich International Airways","D",1995,1,
123.11,123.11,1022.86,,,,899.75,20344,"RD","Ryan International Airlines","RYQ","Ryan International Airlines","I",1996,3,
123.40,124.00,1296.49,,135.95,36.62,1172.48,20194,"JW","Arrow Air Inc.","JW","Arrow Air Inc.","D",2010,1,
123.68,117.95,10428.59,,,,10310.64,20195,"WI","Sky Lease Cargo","WI","Tradewinds Airlines","I",2000,4,
124.25,275.20,2567.17,,,,2291.97,21161,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","09Q","Swift Air, LLC","D",2007,1,
124.49,-233.17,11196.21,,,,11429.38,20408,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","5V","Tatonduk Outfitters Limited d/b/a Everts Air Alask","D",2016,1,
124.64,294.71,17867.55,0.00,0.00,0.00,17572.84,21352,"0WQ","Avjet Corporation","0WQ","Avjet Corporation","D",2013,4,
124.71,636.78,32695.96,3808.10,4922.70,6483.57,32059.18,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Express Airlines","D",1991,4,
124.84,124.84,4846.00,,,,4721.15,20302,"KR","Kitty Hawk Aircargo","KR","Kitty Hawk Aircargo","L",1997,4,
125.02,218.27,855.23,43.29,23.92,0.00,636.96,20452,"YX","Republic Airline","YX","Republic Airlines","L",2013,1,
126.15,335.41,11812.17,,,,11476.75,20093,"CTQ","Custom Air Transport","CTQ","Custom Air Transport","D",2006,2,
126.37,150.60,8364.37,,664.15,,8213.77,20177,"PFQ","Asia Pacific","PFQ","Asia Pacific","I",2019,3,
127.28,160.48,4724.96,,,,4564.48,,"","","3K","","D",2000,1,
127.29,187.05,13000.00,0.00,0.00,0.00,12812.95,20354,"AJQ","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","AJQ","Aerodynamics Inc.","D",2010,4,
127.63,119.79,8854.24,,,,8734.44,20195,"WI","Sky Lease Cargo","WI","Tradewinds Airlines","I",2001,3,
128.21,28.40,12701.82,1410.92,2462.05,,12673.42,20402,"GL","Miami Air International","GL","Miami Air International","I",2017,4,
129.00,147.00,5015.00,88.00,336.00,313.00,4868.00,20095,"WO (1)","World Airways Inc.","WO","World Airways Inc.","D",2004,4,
129.20,-179.77,5919.90,123.16,906.58,232.46,6099.66,,"","","OW","","D",2000,4,
130.00,190.00,2212.00,125.00,157.00,10.00,2022.00,20095,"WO (1)","World Airways Inc.","WO","World Airways Inc.","D",1990,3,
130.61,232.37,4950.08,302.10,731.18,224.02,4717.71,20422,"SY","Sun Country Airlines d/b/a MN Airlines","SY","Sun Country Airlines d/b/a MN Airlines","L",2008,4,
130.85,129.09,9561.59,853.75,1370.83,79.69,9432.51,20422,"SY","Sun Country Airlines d/b/a MN Airlines","SYQ","Sun Country Airlines","I",1996,4,
130.91,361.12,41396.44,,7133.77,1464.54,41035.32,20194,"JW","Arrow Air Inc.","JW","Arrow Air Inc.","L",2005,4,
131.76,86.43,13852.19,,,,13765.75,20354,"AJQ","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","AJQ","Aerodynamics Inc.","D",2005,3,
131.78,-8.45,5272.56,,,,5281.01,20207,"XP","XTRA Airways","XP","Casino Express","D",2002,2,
132.37,143.37,3057.62,,272.86,60.73,2914.26,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC","D",2011,1,
134.09,240.55,2313.41,264.30,470.67,121.54,2072.86,19991,"HP","America West Airlines Inc.","HP","America West Airlines Inc.","L",1994,2,
134.77,153.15,9289.01,,,,9135.86,,"","","HU","","D",1996,1,
135.00,834.00,96378.00,7913.00,13922.00,14994.00,95544.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","L",1996,3,
135.04,181.82,370.43,,10.57,,188.61,20357,"ER","Astar USA, LLC","ER","Astar Air Cargo Inc.","A",2010,2,
135.85,275.90,5296.51,730.70,794.37,716.36,5020.62,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.","P",1998,3,
136.94,98.27,6740.51,,,,6642.24,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",2014,1,
137.32,190.20,6810.27,,,,6620.07,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",2014,2,
137.77,327.61,8532.35,667.56,455.46,38.96,8204.75,20374,"XE","ExpressJet Airlines Inc.","XE","ExpressJet Airlines Inc.","L",2009,3,
138.07,443.29,3187.21,,,,2743.92,20400,"PT (1)","Capital Cargo International","CCQ","Capital Cargo International","I",2002,2,
140.55,212.50,5886.66,315.08,996.73,-0.36,5674.16,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","L",2013,4,
141.25,107.67,12038.43,,,,11930.77,20354,"AJQ","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","AJQ","Aerodynamics Inc.","D",2009,3,
141.93,295.79,7035.72,,,,6739.94,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","D",2006,3,
143.51,145.77,2295.75,,,,2149.98,20372,"KLQ","Kalitta Charters II","KLQ","Kalitta Charters II","I",2012,1,
143.56,1006.32,18724.36,,,,17718.04,20173,"CDQ","Kitty Hawk International","CDQ","American International Airways Inc.","D",1994,1,
143.69,231.97,3616.06,,,,3384.09,19392,"RIQ","Rich International Airways","RIQ","Rich International Airways","D",1993,3,
143.90,215.92,8062.63,684.45,1475.16,1145.27,7846.71,19952,"KW","Carnival Air Lines Inc.","KW","Carnival Air Lines Inc.","L",1994,2,
144.07,144.07,29692.74,1834.22,1252.67,0.00,29548.67,19874,"8C","Air Transport International","8C","Air Transport International","A",2015,2,
144.47,144.47,3638.90,,,,3494.43,20195,"WI","Sky Lease Cargo","WI","Tradewinds Airlines","D",2009,2,
144.70,593.31,25351.85,,,,24758.53,19952,"KW","Carnival Air Lines Inc.","KW","Carnival Air Lines Inc.","D",1993,4,
144.86,580.08,7857.54,,2326.84,31.89,7277.46,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.","D",1996,2,
144.97,169.84,3986.71,,,,3816.87,20400,"PT (1)","Capital Cargo International","PT","Capital Cargo International","I",2005,2,
145.02,253.10,7964.86,0.00,96.07,0.06,7711.76,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.","I",2014,2,
146.83,146.14,20988.43,1619.00,3690.19,,20842.29,20344,"RD","Ryan International Airlines","RD","Ryan International Airlines","I",2003,2,
146.84,6156.17,177384.52,,5839.93,1416.29,171228.35,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.","D",2011,1,
147.44,111.01,8088.87,1128.29,1023.89,5.34,7977.86,20377,"X9","Omni Air International LLC","X9","Omni Air International LLC","D",2018,1,
147.93,46.59,8382.44,,,,8335.85,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.","I",1999,1,
148.00,878.00,44780.00,3540.00,7898.00,6723.00,43902.00,19982,"TB (1)","USAir Shuttle","TB","USAir Shuttle","D",2000,1,
148.70,194.86,12852.56,,,,12657.70,20354,"AJQ","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","AJQ","Aerodynamics Inc.","D",2006,4,
149.24,147.43,446.01,35.21,14.22,0.00,298.58,20397,"OH","PSA Airlines Inc.","OH","PSA Airlines Inc.","L",2018,1,
