"NET_INCOME","OP_PROFIT_LOSS","OP_REVENUES","PAX_SERVICE","AIRCFT_SERVICES","PROMOTION_SALES","OP_EXPENSES","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER","CARRIER_NAME","REGION","YEAR","QUARTER",
,9956.00,411879.00,34691.00,67272.00,72250.00,401923.00,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.","D",2000,2,
,,0.00,,,,0.00,20371,"RLQ","Reliant Airlines","RLQ","Reliant Airlines","S",2001,2,
,,0.00,,,,0.00,20371,"RLQ","Reliant Airlines","RLQ","Reliant Airlines","I",2001,2,
,165.73,37023.38,,3181.61,1433.04,36857.64,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","D",2010,2,
,-89.03,38535.66,,3222.46,1459.63,38624.69,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","D",2010,3,
,29.20,6522.16,,560.48,252.45,6492.97,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","A",2010,2,
,-15.45,6689.70,,559.41,253.39,6705.16,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","A",2010,3,
,439.12,98096.12,,8429.89,3796.94,97657.00,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","P",2010,2,
,-225.66,97680.83,,8168.34,3699.89,97906.49,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","P",2010,3,
,-46.61,12329.62,,1234.61,569.88,12376.23,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","D",2009,2,
,-6.11,21699.77,,2138.22,979.74,21705.88,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","D",2009,3,
,-67.50,17855.70,,1787.96,825.30,17923.21,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","A",2009,2,
,-5.36,19056.55,,1877.77,860.40,19061.91,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","A",2009,3,
,-258.57,68394.23,,6848.58,3161.21,68652.79,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","P",2009,2,
,-20.04,71192.99,,7015.11,3214.34,71213.03,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","P",2009,3,
,5127.24,44438.47,1804.38,5743.49,2569.46,39311.23,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2011,1,
,5812.67,45807.41,1684.75,5206.78,2336.36,39994.74,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2011,2,
,7708.22,49947.44,1786.77,5733.77,2674.57,42239.23,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2011,3,
,5438.19,44018.27,1788.79,5151.12,2325.87,38580.09,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2012,1,
,7663.40,48136.83,1680.07,5675.19,2293.79,40473.43,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2012,2,
,7278.23,50149.37,1837.02,6557.27,2416.50,42871.14,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2012,3,
,6109.28,45563.77,2083.05,1198.90,732.05,39454.49,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2013,1,
,10758.39,50228.75,1533.19,2505.52,1970.73,39470.37,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2013,3,
-10256486.00,-147225.00,2885356.00,185837.00,386756.00,221115.00,3032581.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2005,4,
-4572596.01,-2908378.00,1207881.00,300142.00,661741.00,169003.00,4116259.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2020,2,
-4458674.00,-34938.00,3415460.00,205360.00,393164.00,217465.00,3450398.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2008,1,
-4000676.00,-29097.00,2241938.00,98049.00,329822.00,192925.00,2271035.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","D",2008,1,
-3773431.00,-17711.00,836234.00,104107.00,98642.00,79890.00,853945.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","P",2005,4,
-2148973.00,-16832.00,519822.00,66124.00,83776.00,38265.00,536654.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","A",2005,4,
-1735853.74,-2102709.99,6047387.70,526995.32,677679.88,250647.17,8150097.69,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2020,1,
-1632097.00,-198046.00,3165536.00,278527.00,462920.00,261773.00,3363582.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2004,2,
-1550844.00,-281602.00,2990524.00,240129.00,442506.00,183621.00,3272126.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2006,1,
-1538579.79,-4029704.61,1414451.07,389308.98,525826.53,78572.92,5444155.68,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2020,2,
-1497819.00,392702.00,3542805.00,197979.00,378132.00,241921.00,3150103.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2006,2,
-1372278.00,-582.00,297277.00,14915.00,54800.00,505.00,297859.00,20417,"OH (1)","Comair Inc.","OH","Comair Inc.","D",2004,4,
-1272938.00,92610.00,3162509.00,197305.00,393254.00,219968.00,3069899.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2006,4,
-1272348.00,-115085.00,893436.00,53719.00,102846.00,56886.00,1008521.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","A",2008,1,
-1224217.00,-199727.00,1006786.00,99553.00,149495.00,181307.00,1206513.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",1990,4,
-1105174.00,48382.00,3576673.00,221568.00,451234.00,199516.00,3528291.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2013,4,
-1100395.86,-2198532.83,925843.42,187052.71,882583.92,73007.40,3124376.26,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2020,2,
-1099842.00,-616360.00,2751952.00,420760.00,644246.00,278337.00,3368312.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2002,1,
-1068634.00,-157436.00,3489124.00,242245.00,483185.00,203408.00,3646560.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2012,1,
-1044322.00,-817306.00,1415812.00,160276.00,320840.00,146481.00,2233118.00,20355,"US","US Airways Inc.","US","US Airways Inc.","D",2001,4,
-1027770.00,-952011.00,3756891.00,277035.00,543328.00,239652.00,4708902.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2008,2,
-1016756.00,59567.00,3064774.00,183170.00,386558.00,219688.00,3005207.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2005,3,
-1009425.00,-238575.00,1468096.00,166647.00,323984.00,261087.00,1706671.00,20355,"US","US Airways Inc.","US","USAir","D",1992,4,
-989668.00,-752698.00,2169817.00,310044.00,546159.00,261750.00,2922515.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2002,4,
-965139.40,-589042.69,5077445.07,399750.11,1096753.06,263220.40,5666487.76,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2020,1,
-963145.00,-872726.00,2891694.00,412927.00,651804.00,291291.00,3764420.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2003,1,
-921885.00,-608083.00,2004991.00,255466.00,495089.00,233394.00,2613074.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2003,1,
-921343.00,-334371.00,3136723.00,217571.00,446591.00,263750.00,3471094.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2005,4,
-914578.00,-2216779.00,1007273.00,345720.00,703594.00,110015.00,3224052.00,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.","D",2020,2,
-913559.00,-194240.00,3265788.00,250460.00,438192.00,211797.00,3460028.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2005,3,
-911943.00,-24866.00,2874127.00,197627.00,371877.00,228163.00,2898993.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2005,2,
-897697.00,-401542.00,2957224.00,255881.00,462255.00,259281.00,3358766.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2005,1,
-825143.00,-181490.00,2141862.00,90725.00,322969.00,161983.00,2323352.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","D",2008,4,
-789387.00,-1182266.00,2792148.00,448627.00,627943.00,263086.00,3974414.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2002,3,
-778126.00,-604790.00,3442310.00,252007.00,528963.00,197518.00,4047100.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2011,4,
-757962.00,-156498.00,1751419.00,184066.00,374021.00,221295.00,1907917.00,20355,"US","US Airways Inc.","US","US Airways Inc.","D",2001,3,
-751424.00,-584222.00,2555168.00,110691.00,318730.00,116826.00,3139390.00,20355,"US","US Airways Inc.","US","US Airways Inc.","D",2008,3,
-746158.00,-1295207.00,2636459.00,311631.00,524204.00,362494.00,3931666.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2001,3,
-733659.00,-19969.00,124354.00,15832.00,23470.00,11436.00,144323.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","L",2005,4,
-730776.00,-514414.00,2171984.00,,265949.00,41993.00,2686398.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2018,1,
-726297.00,244895.00,2250306.00,114608.00,344395.00,154302.00,2005411.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","D",2006,3,
-719887.00,-140876.00,2010860.00,122983.00,387324.00,150335.00,2151736.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","D",2005,4,
-701031.21,-178062.92,521685.11,73361.17,89041.02,144669.22,699748.03,19707,"EA","Eastern Air Lines Inc.","EA","Eastern Air Lines Inc.","D",1990,4,
-675724.00,-184030.00,1399598.00,119531.00,293467.00,120056.00,1583628.00,20355,"US","US Airways Inc.","US","US Airways Inc.","D",2002,4,
-666408.00,-576973.00,2542192.00,218674.00,443406.00,243040.00,3119165.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2004,4,
-653336.00,-326933.00,168163.00,60219.00,132768.00,33908.00,495096.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","A",2020,2,
-647427.00,-213128.00,2540765.00,196552.00,386757.00,220887.00,2753893.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2005,1,
-641522.00,-419879.00,2928478.00,162387.00,373597.00,162819.00,3348357.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2008,4,
-630804.00,-518677.00,2342270.00,313793.00,553579.00,243854.00,2860947.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2002,3,
-602512.00,-599438.00,2695402.00,411693.00,607409.00,246361.00,3294840.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2002,4,
-601748.00,207362.00,3662838.00,210899.00,405357.00,215618.00,3455476.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2008,2,
-598815.00,57214.00,1990383.00,109714.00,334478.00,152033.00,1933169.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","D",2006,1,
-585068.00,-21710.00,434883.00,26148.00,50061.00,27689.00,456593.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","L",2008,1,
-584823.00,-398986.00,3061748.00,285341.00,467306.00,234172.00,3460734.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2004,3,
-565584.00,-29406.00,977096.00,97073.00,82420.00,61523.00,1006502.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","P",2008,2,
-565575.00,-189450.00,2202066.00,148694.00,399519.00,164755.00,2391516.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","D",2005,3,
-538807.00,-404991.00,2152858.00,309160.00,506206.00,295207.00,2557849.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2001,4,
-528143.00,-386601.00,6383908.00,655450.00,1203743.00,470459.00,6770509.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2020,1,
-527822.00,-60699.00,1008305.00,85461.00,196939.00,180836.00,1069004.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",1994,4,
-525990.00,108803.00,2458370.00,259908.00,430222.00,503331.00,2349567.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",1993,2,
-516623.00,-182350.00,2492961.00,291905.00,510321.00,435089.00,2675311.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",1992,4,
-498176.00,-424046.00,3697254.00,265645.00,577324.00,228879.00,4121300.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2008,3,
-495847.00,-437590.00,2293729.00,145038.00,335939.00,146733.00,2731319.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2008,3,
-482365.00,-669064.00,1753942.00,,250501.00,33571.00,2423006.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2017,3,
-477489.00,24763.00,263707.00,13162.00,51022.00,191.00,238944.00,20366,"EV","ExpressJet Airlines LLC","EV","Atlantic Southeast Airlines","D",2004,4,
-473359.00,-739529.00,2992271.00,356940.00,538300.00,396875.00,3731800.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2001,2,
-470419.00,-327191.00,3574260.00,181805.00,363903.00,184110.00,3901451.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2008,3,
-455726.00,-434037.00,2626998.00,115564.00,331796.00,118910.00,3061035.00,20355,"US","US Airways Inc.","US","US Airways Inc.","D",2008,2,
-454281.00,-8244.00,835900.00,46712.00,89218.00,57079.00,844144.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","A",2006,2,
-452519.00,109781.00,3245613.00,203138.00,385801.00,157786.00,3135832.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2008,4,
-449865.00,-53084.00,720780.00,64430.00,127084.00,75048.00,773864.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","P",2008,2,
-443327.68,-440439.99,233529.47,18916.36,30049.81,16997.53,673969.46,20312,"TZ","ATA Airlines d/b/a ATA","TZ","ATA Airlines d/b/a ATA","D",2004,4,
-440749.00,-286180.00,2342372.00,99739.00,308421.00,103653.00,2628552.00,20355,"US","US Airways Inc.","US","US Airways Inc.","D",2008,4,
-437179.00,-329871.00,3338261.00,283360.00,560629.00,254682.00,3668132.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2005,4,
-435518.00,-294458.00,2422382.00,223920.00,433570.00,232938.00,2716840.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2004,1,
-434873.00,35441.00,833252.00,78571.00,95065.00,43494.00,797811.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","A",2008,2,
-433673.00,-268214.00,2019101.00,136605.00,318213.00,137710.00,2287315.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2008,4,
-429148.54,-311845.84,5005586.53,247312.81,770489.46,197658.06,5317432.38,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2014,1,
-428978.00,-334120.00,3181125.00,254476.00,549317.00,225152.00,3515245.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2011,1,
-426868.00,-108678.00,1880379.00,212618.00,340941.00,349448.00,1989057.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",1992,1,
-425421.00,-388493.00,2964873.00,144870.00,390444.00,215093.00,3353366.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2008,1,
-415859.79,-329283.98,5062161.72,279626.46,631991.88,189106.92,5391445.70,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2012,4,
-413727.29,-134571.63,510437.01,64692.35,83795.77,135355.05,645008.64,19707,"EA","Eastern Air Lines Inc.","EA","Eastern Air Lines Inc.","D",1990,3,
-412967.00,-543015.00,2940866.00,453439.00,625373.00,314708.00,3483881.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2002,2,
-411780.00,-211596.00,2369023.00,221208.00,466049.00,241661.00,2580619.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2003,4,
-399849.00,-206414.00,1907461.00,144619.00,402137.00,162827.00,2113875.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","D",2005,1,
-397490.00,-615775.00,1948833.00,,263494.00,49095.00,2564608.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2020,1,
-396983.00,-596750.00,2134255.00,335712.00,523613.00,290922.00,2731005.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2001,4,
-393780.00,-410329.00,2933370.00,321484.00,531022.00,239954.00,3343699.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2004,4,
-392310.00,-234448.00,1484667.00,136453.00,313905.00,132815.00,1719115.00,20355,"US","US Airways Inc.","US","US Airways Inc.","D",2002,3,
-392212.00,-618716.00,1985316.00,,262472.00,50363.00,2604032.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2019,2,
-387386.00,-1008646.00,2438537.00,342912.00,517602.00,337760.00,3447183.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2001,3,
-387234.89,-18674.04,111343.74,3157.15,12821.37,9676.02,130017.78,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Airline, Inc.","D",2008,4,
-386473.00,-320305.00,1862055.00,147642.00,315468.00,140546.00,2182360.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2009,2,
-385102.00,-87192.00,616479.00,64613.00,120674.00,69484.00,703671.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","P",2006,1,
-384441.00,-617926.00,2034978.00,,262979.00,56461.00,2652904.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2019,4,
-383393.00,-326687.00,1970939.00,156475.00,305892.00,132602.00,2297626.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2010,4,
-383024.00,-255366.00,2114468.00,234759.00,494592.00,223349.00,2369834.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2003,2,
-379256.00,-77201.00,699279.00,43627.00,86955.00,48638.00,776480.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","A",2006,4,
-376771.00,-137039.00,3312988.00,255456.00,450226.00,231676.00,3450027.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2005,2,
-375509.76,-145707.36,845589.90,38273.91,102319.77,40847.22,991297.26,19991,"HP","America West Airlines Inc.","HP","America West Airlines Inc.","D",2005,4,
-373722.00,-487206.00,2088365.00,,254791.00,40733.00,2575571.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2017,4,
-370524.00,-413391.00,2798109.00,294358.00,512423.00,234383.00,3211500.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2003,1,
-365197.71,-40433.69,85470.23,3497.90,22398.07,2338.23,125903.93,20404,"DH","Independence Air","DH","Independence Air","D",2005,4,
-360063.00,-117491.00,635803.00,68609.00,134920.00,68964.00,753294.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","P",2005,4,
-357653.00,56011.00,870104.00,102961.00,86535.00,70025.00,814093.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","P",2005,3,
-357163.00,-251697.00,3033877.00,331101.00,590009.00,284880.00,3285574.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2004,1,
-355460.00,-383903.00,2940540.00,285210.00,492019.00,251528.00,3324443.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2004,1,
-354867.49,-536851.74,257224.62,134712.67,76489.36,17318.38,794076.35,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","P",2020,2,
-351204.00,-285613.00,1783684.00,147986.00,312826.00,138793.00,2069297.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2010,1,
-350737.00,-226709.00,57975.00,22882.00,50449.00,12884.00,284684.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","P",2020,2,
-349238.00,-249135.00,3038501.00,243174.00,542009.00,207697.00,3287636.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2010,1,
-344352.00,-146525.00,1141329.00,71434.00,135668.00,55486.00,1287854.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","A",2008,4,
-342812.00,52232.00,785284.00,66978.00,124109.00,77158.00,733052.00,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.","P",2006,3,
-342301.00,-141755.00,472573.00,37946.00,69927.00,29016.00,614328.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","A",2006,1,
-341508.00,-293470.00,1669186.00,131546.00,284895.00,130969.00,1962656.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2004,4,
-339972.00,-272968.00,3463543.00,269807.00,555023.00,239600.00,3736511.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2008,1,
-334212.78,63002.95,194335.01,14236.72,1845.67,-2.85,131332.06,20452,"YX","Republic Airline","YX","Republic Airlines","D",2016,3,
-333669.00,-321195.00,1673404.00,132243.00,298906.00,127105.00,1994599.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2005,1,
-333649.00,-219515.00,2171019.00,144725.00,325305.00,156124.00,2390534.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2007,4,
-331624.00,-30165.00,1364346.00,78556.00,150988.00,80314.00,1394511.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","A",2008,2,
-331356.00,-642362.00,1995115.00,,263968.00,38996.00,2637477.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2018,3,
-330237.93,-220417.80,4950544.54,264436.19,660721.49,186484.61,5170962.34,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2012,1,
-329136.00,-232398.00,3413359.00,191104.00,360066.00,197196.00,3645757.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2008,2,
-328165.00,-244731.00,2990849.00,319819.00,521470.00,275318.00,3235580.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2004,3,
-324480.00,13044.00,813288.00,107476.00,89057.00,73060.00,800244.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","P",2005,2,
-324439.00,-199259.00,2976831.00,284292.00,473008.00,238998.00,3176090.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2003,4,
-322545.00,-216458.00,2824078.00,236016.00,439364.00,237828.00,3040536.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2004,3,
-320555.00,-217416.00,2334047.00,150912.00,348107.00,140975.00,2551463.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2011,3,
-318978.00,-161533.00,3566949.00,245145.00,462725.00,209464.00,3728482.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2012,3,
-318374.95,-318057.69,171914.65,14793.52,28506.51,14814.91,489972.34,20312,"TZ","ATA Airlines d/b/a ATA","TZ","ATA Airlines d/b/a ATA","D",2005,1,
-317411.00,-239530.00,3047206.00,240954.00,548649.00,206387.00,3286736.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2009,3,
-315663.00,-264100.00,1540631.00,159976.00,321851.00,267513.00,1804731.00,20355,"US","US Airways Inc.","US","USAir","D",1994,4,
-315511.00,-454867.00,1986591.00,,233136.00,31089.00,2441458.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2017,2,
-312715.93,-188723.72,806282.74,133347.63,127625.05,66547.08,995006.46,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","P",2020,1,
-311306.00,-524427.00,2962475.00,278433.00,487419.00,220061.00,3486902.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","D",2004,4,
-309830.00,-319191.00,2116226.00,143517.00,332515.00,161124.00,2435417.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2008,1,
-309146.00,-610020.00,1969880.00,,261031.00,51296.00,2579900.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2019,3,
-308802.83,-686961.55,202232.40,83533.84,147396.45,30916.49,889193.95,20409,"B6","JetBlue Airways","B6","JetBlue Airways","D",2020,2,
-307046.00,-446381.00,2130745.00,264317.00,495456.00,284451.00,2577126.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2002,1,
-306249.68,-246605.37,3087370.06,150744.39,424812.83,145319.29,3333975.44,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2011,4,
-305674.00,-222557.00,2890244.00,242390.00,538149.00,199814.00,3112801.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2009,1,
-304085.10,-304085.10,733984.68,91386.20,118181.29,44406.67,1038069.79,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","A",2020,1,
-303419.00,-355568.00,3016536.00,241209.00,540206.00,189024.00,3372104.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2009,4,
-299806.00,-308655.00,1105672.00,,194433.00,31544.00,1414327.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","P",2019,4,
-296787.00,-256693.00,1711989.00,143865.00,309119.00,135869.00,1968682.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2009,1,
-295354.00,-415812.00,3004298.00,340126.00,576065.00,274455.00,3420110.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2003,4,
-294461.71,-306053.03,436701.33,64840.04,106692.20,55797.22,742754.36,20211,"TW","Trans World Airways LLC","TW","Trans World Airways LLC","D",2001,4,
-294106.76,-155971.44,5567123.82,277382.62,664713.99,211787.76,5723095.26,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2012,3,
-285780.00,-360985.00,1526078.00,152374.00,333041.00,181553.00,1887063.00,20355,"US","US Airways Inc.","US","US Airways Inc.","D",2002,1,
-284473.00,-424891.00,3063802.00,377908.00,608620.00,286348.00,3488693.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2003,2,
-283879.00,-198751.00,1919599.00,129218.00,305876.00,129489.00,2118350.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2011,1,
-276899.00,-273748.00,1118098.00,,187679.00,31425.00,1391846.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","P",2019,2,
-276719.00,-195934.00,3104546.00,348545.00,584486.00,281301.00,3300480.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",2003,3,
-274591.00,-125850.00,2697409.00,236028.00,440140.00,253151.00,2823259.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","D",2004,2,
